text,Airline,name,"retweet_count",sentiment,"tweet_location"
" your employees at BWI have been amazing!",southwestair,butimvikki,0,,"D{M}V"
" your employees were great!",southwestair,annapolitx,0,,"Washington. DC"
" your flight attendants are really funny!! The sass is giving me life!!! 😂",southwestair,maitreyibandla1,0,,
" your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this",southwestair,clarelanusse,0,,
" your hold music sounds like it's from Super Mario Bros for gameboy color",southwestair,katiefranci,0,,
" your phone lines suck. I have a dilemma.",southwestair,"_JASSSYY",0,,Beysus
" your phone service sucks",southwestair,michaelossa,0,,"Newark. Ohio"
" your social media team just said ""sorry"". Thankfully submitting a complaint got resolution from an amazing rep who called.",southwestair,gitmo234,0,,
" your website has now reverted my 1st flight to only a 5-minute delay. But it's changed. so is that reliable information?",southwestair,smcrissman,0,,"Hampton Roads. Virginia"
" your welcome. It was the thoughts of nearly the entire plane.",southwestair,sammyboy405,0,,"Mustang. Oklahoma"
" your wifi is angering me with its slowness",southwestair,KissesofGodiva,0,,"#BrownsNation"
" 👏👏👏 on that Late Flightst ad. Makes me happy to be flying you in a few days.  BETHonors",southwestair,EDWINKONSEPT,0,,"Logan Square. Chi / Austin. TX"
" 😅 you won't let me change my reservation online so now I'm just wasting my time. http://t.co/mHA3xXaeD5",southwestair,Andieeejo,0,,
" 4569 Cancelled Flightled. had to get refund. Cancelled Flightlations happen. But the 25+ min phone wait & painful music unacceptable. Come on...",southwestair,SantowDan,0,,Chicago
"'s CEO Kelly draws record crowd to  Business Partnership breakfast http://t.co/CVba4olcBl http://t.co/wTa5pX70A5",southwestair,capgaznews,0,,"Annapolis. MD USA"
"'s CEO Kelly draws record crowd to  Business Partnership breakfast http://t.co/hrvuKtpvn1 http://t.co/MY3dnVBZAZ",southwestair,MDGazette,0,,"Glen Burnie"
"- ...was only less than 3500pts. but it helped. Had PartnerRewards incoming. but not fast enough to keep pts from expiring.",southwestair,passthechorizo,0,,Chicago
"- I called  and they solved the flight Cancelled Flightlation issue in 15minutes. May be ask them how to do it?  getmorehands",united,SherzodGulamov,0,,"Washington DC. New York"
"- Wife's RR pts expired a few days ago. were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...",southwestair,passthechorizo,0,,Chicago
"- is new  MKT strategy to be average like all the rest?  whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7",southwestair,ProfessorpaUL15,0,,
".   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.",southwestair,TNVOLINFL,0,,
". I really appreciate you all's  BHM commercial that aired today during 's  BookofNegroes",southwestair,SouthernBeau87,0,,"The Bull City. NC"
". I've been on hold for 3 hrs. now. waiting to talk to someone with a pulse to get my Cancelled Flighted flight rescheduled. Is this SOP?",southwestair,nelsjeff,0,,
". a complete horror show. Flights bumped three times today. before noon. not how to run an airline.  cantblametheweather.",southwestair,DubTeed,0,,
". answered right away for a new res. but can't rebook the people that were supposed to leave today? Worst customer service.",southwestair,sgodsay,0,,"Roxbury Crossing. MA"
". been on hold for an over an hour now - when can we expect some customer service?  disappointed",southwestair,sgodsay,0,,"Roxbury Crossing. MA"
". got ""duped"" w/ a connection on 1st flight (sneaky). now u won't give me a seat on an earlier flight w/ availability. Shameful",southwestair,MySnobbyCX,0,,
". on  unscheduled aircraft change. please have a better system in place. not worth the paid upgrade.  REFUND",southwestair,CWiesmore,0,,Chicago
". real sincere apology! Makes my day! Glad to know flying mail is more important than me. Never flying SW again!  badservice",southwestair,MySnobbyCX,1,,
". remember me? Wouldn't let me on 3:05pm flight (seats available). Now my 7:40 flight is delayed. Worst airline.  badservice",southwestair,MySnobbyCX,0,,
". rude customer svc. won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers.  badservice",southwestair,MySnobbyCX,1,,
". sev ppl im my office received an apology and 2k. FF miles for this delay. only apologize to select ppl? I got nothing..",southwestair,tbuccheri,0,,
". thanks for being so good to us  military folk. It's cold in  StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J",southwestair,jodyfuller,0,,"Opelika. Alabama"
". what do you know? Finally lined up like cattle to board my SW flight (after original departure time)  badcustomerservice",southwestair,MySnobbyCX,0,,
". you're really going to let  and  get the best of you? http://t.co/vUdWJm1lYB",virginamerica,ChrisSaysThis,0,,"Boston. MA"
"... I love you. Air travel doesn't get easier.",southwestair,tradingtrainer,0,,Colorado
"...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into . Nicely done!",southwestair,NickStewart140,0,,"Northern Virginia"
":  VIPLiveintheVieyard - first time we tried to redeem pts for *anything*. it really did not go well.  disappointed",southwestair,RealMaryAgnes,0,,
": Tried for VIP Live in The Vineyard but yr site went down. by the time I got in 2 redeem pts those packages gone.",southwestair,RealMaryAgnes,0,,
": grrrrrr I need a flight there first! Maybe for my bday next month...",southwestair,MelRiaCarLite,0,,
": why no charging station in SAN?",southwestair,ginnyrajnes,0,,"baltimore.  md"
" is this account even aware of the  destinationdragons contest? The one youre fucking up for me?",southwestair,birdman64015,0,,"Missouri. unfortunately."
" thanks for leaving me hanging here.  destinationdragons flights all fucked up now. No help?!",southwestair,birdman64015,0,,"Missouri. unfortunately."
" ARE YOU KIDDING ME?? Bad customer service. folks. Flew from PSP to PHX flight 2692 on 2/19. (cont) http://t.co/KigfKVXxDQ",usairways,OnlySarah,0,,"Austin.TX"
"",usairways,JeffSpeckAICP,0,,
"   Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.",usairways,theeyeman3410,0,,"iPhone: 38.851982.-77.185593"
"   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles",usairways,worldwideweg,0,,
"   No one picks up the phone all day/  no opportunity to leave a voicemail",usairways,worldwideweg,0,,
"   Not good. On hold for over an hour. http://t.co/wSgYckCIIO",usairways,ChuckManicotti,1,,
"   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself. wife and toddler",usairways,amist101,0,,
"   my miles will expire on 2/29 and it could take someone 10 days to respond...I have over 150000 miles that I do not lose i❤usair",usairways,MarciDunnagan,0,,"Boston. MA"
"  ! THE WORST in customer service.  ! Calling for over a month to book a flight!  poorcustomerservice  usairwaysfflyer",usairways,Indydi5,0,,Maryland
"  ""please call Late Flightr"" is not acceptable - but neither is being on hold for 5+ hrs  onholdwith",usairways,jrscharf,0,,
"   USAirways disappoints AGAIN!  Cancelled Flighted flights  Missed appointments  Promised refund is a lie",usairways,rodeorose1962,0,,
"  - I had 20.748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I",usairways,worldwideweg,0,,
"  2 calls & wasted 3 hrs on hold to change my coming divided awards weather reLate Flightd flight. Y'all disconnected me 2x. Please help.",usairways,dagzapatero,0,,"Tidewater - Virginia"
"  2 hours on hold and issue still not resolved. hope to make my flight in 12 hours. for every minute of talk = 20 minutes of hold",usairways,jswem25,0,,
"  A few years ago I lost over 50.000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note.",usairways,worldwideweg,0,,
"  And now your half assed plane is falling apart. Some one tell my family I love them!  DoBetter http://t.co/UA6doUA34l",usairways,POnions,0,,"CT. USA"
"  Flight 4454 aircraft at gate. but no crew?  Will be 2+ hours Late Flight to destination. Come on!",usairways,JeffersRich,0,,"Windermere. Florida"
"  Have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours",usairways,dosydoh,0,,
"  Houston Gate 17 customer Service needs to treat people with respect. There are hardly people waiting!  chillpill  usairwaysfail",usairways,mydulcebella,0,,Pennsylvania
"  I have 3 times and no one has been able to help me out",usairways,DAngel082,0,,"New York"
"  I have a party of 4 booked for a flight in Aug. At 10:05am. how can I find out how much it would cost to change to an earlier fl",usairways,Suejacken,0,,
"  I just reserved a flight with my companion certificate. where do I mail the certificate for verification???? THX!!!",usairways,Plopadiddy,0,,
"  I need to email customer service for help and a question. can you please provide the email address?",usairways,Tai00,0,,
"  I open the credit card and earn 44.000+ miles. and you wont' credit the miles to my account to restore the forfeited miles",usairways,worldwideweg,0,,
"  I will never fly us airways again.",usairways,monky797,0,,
"  I'm glad this airline is going to be swallowed by American!!! American always picks up the phone and solves problems.",usairways,worldwideweg,0,,
"  I've never been treated this badly",usairways,worldwideweg,0,,
"  If you can waive a fee at time of Cancelled Flightation. you CAN WAIVE IT AT A FUTURE DATE!  usairways  ripoff  poorcustomerservice",usairways,Ltos5363,0,,"South Shore. MA"
"  Instead of fair treatment. I got a nasty letter from a lady in senior management that illness forfeits miles like death.",usairways,worldwideweg,0,,
"  Instead. the miles are credited to an account that i did not open",usairways,worldwideweg,0,,
"  Interesting you forward compliments but never complaints!  World's worst airline  GoingForGreatnessFAIL",usairways,smw04,0,,
"  Lilly M in SJU check in is fabulous!",usairways,aemccollum,0,,
"  Mad love http://t.co/4ojrSDWPkK NYC-",usairways,HybridMovementC,0,,"everywhere. all the time."
"  My tweet gets me a response to email dmsc.com",usairways,worldwideweg,0,,
"  Three months and my miles haven't been credited.  No one is going to read the email I sent.",usairways,worldwideweg,0,,
"  and now I'm going to miss my G'ma's Memorial because I didn't  FlyDelta.",usairways,FalconjcJohn,1,,
"  big thank you to your ticketing agent Ute V at Dulles-Washington for OUTSTANDING guest service to get me rebooked",usairways,Tom4719,0,,"West Des Moines. IA"
"  but have to return car to clt can I skip my flgjt back tonight from gso to clt and pick up at clt to fll I was told yes",usairways,nanceebing,0,,"south beach/ LA / NC"
"  can you help me out?",usairways,Tai00,0,,
"  flight missed due to mech issue. No food voucher. transported to different airport. no rental reimbursement 😡",usairways,amist101,0,,
"  glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.",usairways,PsuOhiofarmgirl,0,,
"  has me on my toes whether I'm going to make my flight back to Boston tonight",usairways,theF4rns,0,,USA
"  how does one downgrade a flight?",usairways,tjelke,0,,"Miami. Florida. USA"
"  in don't have it on me at the time as I am taking Amtrak home. How do we call for partial refunds?",usairways,"Matt_Gerlach",0,,"ÜT: 43.106744.-76.14949"
"  is a bag that is   23”L x 9”W x 12”H  allowed as a carry on?",usairways,"S_truscott",0,,
"  is there a better time to call? My flight is on Friday and I need to change it. Worried I may be on hold until then.",usairways,jhazelnut,0,,
"  last 2 times I checked a bags they were severally damaged.   No one answers the baggage call line for status?   chairmanlove",usairways,RAEtnyre,0,,
"  my flight was  3729...but I left my phone on the plane or the shuttle :(",usairways,DAngel082,0,,"New York"
"  nothing was available. Male flight crew was not nice/dismissive. Big guy was standby and probably didn't even pay.",usairways,mwasserman818,0,,"Flying Giraffe Travel"
"  ok my 4th try today....giving up at 12.45am after 138 minute hold time.  terrible http://t.co/Ps9Q9RPSiL",usairways,lminboston,0,,
"  please don't go to the check in process  uses at  MCO. It's an absolute disaster.",usairways,jtalarcek,0,,Orlando
"  really u gave 6 scotch on the rocks to an out of control drunk and would not let my sister change seats when he was grouping her",usairways,weezerandburnie,0,,"Belle MO"
"  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate.  but thank the Lord I'm heading home!!!!!",usairways,PsuOhiofarmgirl,0,,
"  sitting on Tarmac in  PIT for 30 min. No announcement. Just sitting.",usairways,CAVHkraMriA,0,,
"  thank you! Glad to be heading home! Great people at your call center!",usairways,PsuOhiofarmgirl,0,,
"  thanks I hope I get to my destination",usairways,DAngel082,0,,"New York"
"  thanks! Now I just need to locate where my luggage is!",usairways,DAngel082,0,,"New York"
"  that would be lovely! You have great people working in your organization.",usairways,PsuOhiofarmgirl,0,,
"  to arrive the plane I'm sitting on needs to take off...wish someone would tell us what the holdup is",usairways,DAngel082,0,,"New York"
"  well its 11:45am and just got an email that my 11am flight is delayed-thats not right",usairways,DAngel082,0,,"New York"
"  where's my bag?  In line 200 deep at DCA. Agents say call 800  .  800  says talk to agents. Abysmal customer service",usairways,Fioralainn,0,,
"  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.",usairways,jodimgocubs,0,,
"  you Cancelled Flighted & rescheduled my flight & still getting updates & can't find my current flight on my account http://t.co/8Je1h3666w",usairways,Harmony1412,0,,Wonderland
"  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days.   neveragain",usairways,ashleyapaine,0,,
"  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card",usairways,worldwideweg,0,,
"  you were always my go to. What happened?  Airbus over Boeing. and now no customer service?",usairways,MarthaH65165635,0,,
" ""Able""? Does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?",usairways,JoanEisenstodt,0,,"Washington. DC"
" ""Airport snow removal method  22...""",usairways,sundialtours,0,,
" ""Owen F"" at DCA Gate 42:  rude.",usairways,"smash_tag",0,,"Buffalo. NY"
" ""We can't help you. We don't put people up in hotels when you miss a flight it's against policy.""",usairways,vasisht,0,,"A galaxy far far away"
" ""admirals club"" at CLT has rude. and ignorant front desk staff.. you have fallen so far...THANKS DOUG PARKER!!!",usairways,od2be2003,0,,"Dallas. TX"
" ""good news. We've located the crew and made contact with them"". flight was supposed to leave 4 minutes ago.  usairwaysfail",usairways,VikingJim60,0,,"Doylestown. PA"
"  2066. Was on plane from PBI to CLT and knew about the frozen water. Also saw a plane to NYC take off at the gate next door!",usairways,CorbettPM,0,,"Boston. MA"
"  428 delayed due to  frozentoilet  medicalissue  mechanicalissue  dispatchissue We've heard it all!  LetsGo",usairways,BolerChris,0,,"Knoxville. TN"
"  555PHLtoSLC this is happening now.",usairways,"BrettPatrick_",0,,Philadelphia
"  686 is delayed due to tail winds and need to jump on  521 to SEA. leaving the same time this arrives. Is there a chance to hold?",usairways,rgarrets,0,,"philadephia. pa"
"  695 might have been Cancelled Flighted? mechanical issue. 6 hours Late Flightr 100 people still waiting and Zero information. Please send help.",usairways,"rsnewman_nyc",0,,
"  DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown & I've fulfilled all reqs. Flight Booking Problems flights today",usairways,"marisa_negri",0,,"Austin. TX | Atlanta. GA"
"  FAILINGYOURCUSTOMER ONE BY ONE",usairways,PrettyMommy86,0,,
"  NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...   neveragain",usairways,MLasichak,1,,"Crofton. Maryland"
"  Overbooked SXM-CLT delayed deplaning extra passengers.  missedconnection  forcedovernight  CLT. no lodging/food. Disappointed.",usairways,T2inSF,0,,"San Francisco"
"  PHL why does it take an hour to offload bags. especially after taking 30+ min to get a jetway to get off plane after landing?",usairways,"ursus_marit",0,,"The Last Floater"
"  SOS WHERE IS MY BAG ?",usairways,RaulFNYC,0,,"GLOBAL CITIZEN"
"  ShoutOut 2 Kristie(sp?) from Gate4 @ PVD today. She's a  RockStar. was a tremendous help in a tough situation.  PromoteThatGirl",usairways,awitsportsfreak,0,,"Wisconsin. Arizona and..."
"  USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR",usairways,"The_Big_Guy27",0,,US
"  Unbelievable that for 2 consecutive days I can't get through to a person.  On hold over 2 hours and still going",usairways,billskutch,0,,
"  Wronganswer. Talk is cheap. Customer service is the action of making things right for the customer.  fail again.",usairways,FalconjcJohn,0,,
"  fail when the inbound flight arrives after the scheduled outbound departure. and still ""on time"" http://t.co/k0MHZrJF6e",usairways,crescentmoon01,0,,"Alexandria. VA"
"  flight2031 the flight to Hell",usairways,Bnuuug,0,,
"  flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.",usairways,terryheubert,0,,"The District of Columbia"
"  not happy. wife 40th Bday trip. would like to be fully compensated for both flights",usairways,daroberts1,0,,"Virginia Beach. Virginia"
"  stuck in Florida with no flights... Service sucks here.  nofood  nodrinks  nohelp",usairways,MosheStatman,0,,
"  success made flight . please thank the crew of 556 great time recovery",usairways,cahillwilliamr,0,,
"  tbt every day.",usairways,JosephPMathews,0,,"San Francisco"
"  usairways Raleigh NC: baggage carousel staff were aggressive towards people waiting 1 1/2 hrs for bags. Flight 699",usairways,TheLoveBite,0,,"Los Angeles. CA"
"  usairways lost a passenger today for not upholding their promise of excellent customer service!!!",usairways,"Alauric_21",0,,ImInMiamiBitch
" $75 for that uncertainty? I know u run an account: u don't create policy. But it's an undue penalty for a job req'ing flexibility",usairways,"Phil_Sports",0,,"Bristol. CT"
" &  what are your weight restrictions for carry on luggage? Can find measurements but not weight restrictions. TIA",usairways,heatherjpitcher,0,,
" & : 1 flight Cancelled Flightled yesterday and now a delay today has robbed my daughter of 2 days with her grandparents. Thanks",usairways,RockUrHumanity,0,,"East Coast/New England"
" & also that I was told no comps. upgrades. etc. ReFlight Booking Problems is good enough.  usairwaysfail",usairways,CLChicosky,0,,
" & there are seats together. they just have fees. Seems if I'm taking a 5am flight the least you can do is wave the $10.",usairways,cristalyze,0,,"Washington. DC"
" &gt:250k miles on usair.  Last four flights not good. Other airlines much improved. Billing issues. seats. legroom. in air service.",usairways,MarthaH65165635,0,,
" 'preciate it but cant get off plane to speak w agent / wont come on plane 5015 knoxville...?",usairways,HirasmusBidragi,0,,Scruffyville
" - 53 minutes on hold for a reservation?",usairways,m2gris,0,,"Irvine. Ca"
" - 800  referred me back to baggage services but I left the airport. I was on seat 17A",usairways,tuneday,0,,"Philadelphia. PA"
" - BOS -&gt: DCA delayed again. This needs to stop. I will be filing complaints with the FAA and Consumer Affairs",usairways,"Bowen_Lu",0,,
" - Check-in staff at PHX are awesome! Great traffic control for general boarding.",usairways,SkyDiverChad,0,,"Phoenix. AZ"
" - First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!",usairways,ajbibbs,0,,
" - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago  jetblueanyone?",usairways,oliviahaymond,0,,"Tampa. Florida"
" - HA! flight to CTL delayed! Going to miss connection. Can you please transfer me to another airline asap? http://t.co/1XdLbiBClP",usairways,FahadHassan,0,,"Washington D.C."
" - Huge props to Parizad at checkin in Sacramento for her help on Friday to get 3 of us home when other airlines were delayed",usairways,ShawnHFoster,0,,
" - I bet you don't. but I'm the paying customer here. I know how to check for flight delays. thank you.",usairways,"Bowen_Lu",0,,
" - I wouldn't need to wait on hold for 6+ hours if your website worked correctly - please respond!",usairways,jrscharf,0,,
" - I'm currently missing a basketball game due to your lost bag policy  terribleservice  wheresmyrefund",usairways,"swatkins_44",0,,
" - I'm in the Cust Svc line.  Your Charlotte. NC agents better be in their A game.",usairways,newcrackofdawn,0,,
" - Janet & my DEN-PHL  flight Cancelled Flightled Saturday. USAIR rescheduled automatically & notified us by email at no additional cost.",usairways,LarrySandeen,0,,"Southeastern Pennsylvania USA"
" - My guess is what happened in  Vegas ended up in  Philly  Sexy http://t.co/qgMfCB7yT4",usairways,GPachtinger,0,,"Levittown. Pa"
" - No live person to speak with all day at Dividend Miles. after they wrongfully took over 65.000 miles out of my account.",usairways,worldwideweg,0,,
" - almost 2 hrs 30 mins on hold - any idea how much longer?",usairways,AbiBarrow,0,,"Cambridge. Ma"
" - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!",usairways,jrscharf,0,,
" - been on hold with reservations for over 30 min already!  worstairline",usairways,shivadelrahim,0,,
" - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!",usairways,UyonJ,0,,
" - delayed 1851. Need an extra 5 min to make 1769. Would appreciate a little help again this week.",usairways,RyanMelton,0,,"Independence. MO"
" - done :)",usairways,schenkeytown,0,,
" - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs & cus service was rude. No flight until Tues. Need to get to ROC.",usairways,peacheslt4,0,,
" - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival.",usairways,JeffGRogers,0,,"Spring HIll. FL"
" - had to call to find out I was re-booked tomorrow. why ask for my number an email for day of info",usairways,"Mark_Shires",0,,"WITSEC League"
" - have dinner reservations in a few minutes -- and I've been trying to get through to you since BREAKFAST.  onholdwith",usairways,jrscharf,0,,
" - how do I get an answer to my question?  Holding for hours . after 6x getting your message just said you aren't taking calls.",usairways,jrscharf,0,,
" - is stranding your customers. not reFlight Booking Problems them. and then not answering the phone the way you treat Platinum members?",usairways,PDQuigley,0,,"Washington. D.C."
" - just passed the 3 hour mark  onholdwith you for THIS call.  Gave up after 2.5 this morning.",usairways,jrscharf,0,,
" - love the changes in the lounge - cheese. veggies. olives in addition to the crackers and snack mix.",usairways,sherrylweir,0,,
" - on hold 45 minutes trying to rebook Cancelled Flightled flight. Really?",usairways,HollyAlfano,0,,"Washington. DC"
" - so far so good this week. SAV to CLT boarded BEFORE the departure time (first time in 4 weeks). Perhaps an on time departure?!",usairways,twitabuggin,0,,
" - thanks however I feel like the system has failed me -- what is the solution?",usairways,worldwideweg,0,,
" - thanks. I hope so. Maybe you can put in a good word for me? :-)",usairways,EmmaJLogue,0,,
" - the worst! Hold time crazy. agents horrible. no accountability!  USAIRsucks",usairways,KaiserRolls,0,,Arizona
" - what a disaster! Flight 3739. missed passenger count by 5 since it was done manually!!  Really???",usairways,mnorouzi,0,,
" - what is your policy regarding large-size passengers who cannot fit into a single coach class seat?",usairways,ThatLittleAnt,0,,"New Haven. CT"
" - who do I call to use credit fm. prev. cxl tix that can't be rebooked online?Rep I called quoted me $1k higher than the website.",usairways,AlxStevens,0,,"Waynesboro. VA"
" - why can't the gate agent on flight  759 provide an update? Seriously. this is ridiculous how long people have been waiting",usairways,traxleris1,0,,"Philly. Chicago. MSP. Vegas"
" - you kind of screwed my day up. at least it was outbound. but you did save it by stranding me in a  ",usairways,"Mark_Shires",0,,"WITSEC League"
" -- I've been on hold 40 mins to Cancelled Flight my reservation for this afternoon. Is there another way? Web tells me to call.",usairways,xtingu,1,,"The Wilming Town"
" -1st x told no travel advisory-now TWO hrs on hold & disconnected. Fl from BHM to Charlotte to PHL won't go-HELP!!!",usairways,FirstTeachers1,0,,"Birmingham. AL"
" -beg to differ. 4 things booked wrong and still not fixed. Get your act together!  USAirSucks",usairways,KaiserRolls,0,,Arizona
" -doing best??? Think not. Lousy way to run an airline. Why no online way to connect? You be on hold for 2hrs & then zip",usairways,FirstTeachers1,0,,"Birmingham. AL"
" -not just this trip. been a few. Ur saving grace is ur cheaper flights. Now willing to pay more 4 bttr service on bttr airlines.",usairways,MelaniePanton,0,,"New York. New York"
" . I am embarrassed for us air and their inability to manage during weather delays.handling of   4435 is an example",usairways,mwkriv,0,,
" . since jan 22 have been on 10 flights. Why the disrespect in CLT. flt  2063 at 2:50pm on 18feb to DCA? just asked herba question",usairways,ucbearcatdad,0,,
" ... I f@$%ing hate you.",usairways,"Saint_Louisan",0,,"St. Louis to Parris Island. SC"
" ... What's going on at  ?!  I've been sitting at the gate for 45minutes.",usairways,EggZackLeeMe,0,,"West Chester. PA"
" .... I've been trying to get through to book a reservation and the system will not let me through. Day 3  ridiculous",usairways,MrDrewcoleman,0,,Louisiana
" ...2 hours on the plane. they at least got us on a direct flight a couple hours Late Flightr on United",usairways,SteveBass2,0,,
" ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.",usairways,LinseyGarwood,0,,
" ...YOU ARE DESPICABLE! The flight plan was lost! Now we've been sitting on the tarmac for an hour! Its a 45 min flight!",usairways,scottydont11,0,,"El Paso. TX"
" ...be found when he checks in. Now no info. Please DM me and help me fix this NOW. (3/3)",usairways,LindsaySweeting,0,,"Asheville. NC"
" ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready",usairways,RayAllStar28,0,,"Lawrence. MA"
" ...was Cancelled Flightled and now I need to locate my baggage",usairways,Spencerklein,0,,
" /  are incompetent.",usairways,tluecke12,0,,Chicago
" /  don't forget without your customers you would be out of business!  epicfail  usairwaysfail",usairways,mydulcebella,1,,Pennsylvania
" /  was the worst experience I've ever had flying. Rude. delays. Cancelled Flightlations. lack of updates. and wasting our time",usairways,EdPlotts,0,,Philadelphia
" 1 1/2 hours on hold to customer service without anyone answering is more than ridiculous!",usairways,TerriHaisten,0,,
" 1 hour and counting on hold :( why? http://t.co/clOB5qwMXR",usairways,RickyRomanXXX,0,,USA
" 1 person to check in 50 people and the plane boards in 20 minutes and he is telling people  exec bene's not honored",usairways,nickpasculli,0,,"Monterey County. CA"
" 1-2! Rock hit the plane! In a delay now! Never an easy day with US Airways! Ya never fail to let me down!",usairways,Jabis4,0,,VT
" 1.223.22 of unusable funds. Will not book with you again.  usairwaysfailscustomers",usairways,PrettyMommy86,0,,
" 100 feet from the gate at PHL. but no ground crew. You can't make this up.",usairways,VikingJim60,0,,"Doylestown. PA"
" 13 years of Naval Service and I run the travel department for all my commands...",usairways,GREATNESSEOA,0,,"McKinney TX"
" 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations.com unmonitored. BAD",usairways,bbuck22,0,,"Las Vegas. NV"
" 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?",usairways,suzkschir6,0,,
" 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.",usairways,"stevan_hicks",0,,
" 1826 trying to make a connection to Punta Cana leave PHL at 9:50",usairways,jessergauvin,0,,Nantucket
" 1899. Thanks",usairways,ChrisClark09,0,,"Mentor/Columbus"
" 1917. Still sitting here. Feels badly handled.",usairways,CruiseEditor,0,,"U.S."
" 1917. Thanks for the 5 hour layover in LA too👍 Icing on the cake. At least your staff was courteous and helpful.. Not  unreal",usairways,KIDwonder444,0,,
" 1st a Late Flight plane. then missing flight crew. then maintenance problems. gates switched 4 times. You call this customer service??",usairways,Allisonjones704,0,,
" 1st flight with U.S. Air Plane had mechanical issues. Wait 90 minutes for help from customer service. No help from management",usairways,RyanEthanBeard,0,,
" 2 and a half hours on hold... Hope it feels good to be a steaming pile of shit.   paid far too much for you.",usairways,mttdprkr,0,,"Vancouver. WA"
" 2 bad planes & 3 gate changes= lots of exercise.  travelfail let's hope this plane works. I'm tired.",usairways,CAEinNYC,0,,"New York"
" 2 days and 2 hours on hold the other day. Charge me double for flights and can't even fix it. Worst service I've ever had",usairways,"_JoeChuck",0,,"CT to Queens"
" 2 days in a row I call and still can't get anyone on the phone. Do you actually have any employees?",usairways,"_JoeChuck",0,,"CT to Queens"
" 2 days in a row. not buying it. I suggest you review your policy w respect to unaccompanied minors. should have had a seat on Sun",usairways,jamescav25,0,,"Des Moines. IA"
" 2 hours and 7 minutes. Just want to know I'm still in the queue...",usairways,franchise02,0,,
" 2 hours and counting waiting to get into a gate in Philadelphia. Just icing on the cake for a miserable flight experience",usairways,BradHuff88,0,,CT
" 2 hours and counting. ..what kind of travel voucher do I get for this??",usairways,shawnalea85,0,,
" 2 hours on hold. Still no answer. Horrible.",usairways,bgarritty,0,,"Adelaide. Australia"
" 2 hours?! And just got disconnected.",usairways,storylaura,0,,"kansas city. mo"
" 2.5 hours Late Flightr and the flight has been Cancelled Flightled. You gotta work on your internal communication skills.",usairways,rkasold,0,,
" 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?",usairways,"steve_muns",0,,"Washington. DC"
" 2133. Flight now Cancelled Flightled. Have been rebooked on 2pm flight. If on time take off. I'll have spent 5 extra hours at DCA.",usairways,phlu,0,,"Indianapolis & environs"
" 23 min on hold... Drove 2.5 hours to get my delayed bag. I just want to pick it up at SJU.",usairways,NatureNerdness,0,,
" 24 hrs Late Flightr still not home. Hotel. rental car etc with a 5 yr old. what happened to ""customer service is our first priority""",usairways,CMocz,0,,
" 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.",usairways,hhagerty,0,,"Denver. CO"
" 25 mins after the scheduled departure and still sitting in terminal. Communication would be lovely... http://t.co/pkAxUNYfn2",usairways,sethdpowers,0,,
" 25+ min. Hung up. Always awful having to call Reservations there.",usairways,DerekIAm,0,,"Miami. FL"
